(BK)",411021,,02067901300,,02067901333,principal.sns@suryadatta.edu.in,http://www.suryadattaschool.org,2014,"Jun 16, 2014",SHEILA OKA,,"BA,MA,B.ED, PGDHRM",10,20,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SURYADATTA EDUCATION FOUNDATION
ACADEMIC HEIGHTS SCHOOL,3630180,TELANGANA,NALGONDA,CHENNAI,BACHPAN CAMPUS JAGADEEVPUR ROAD HANMAPUR  BHONGIR,508116,,243693,,,ahps.principal@gmail.com,,2012,"Jun 1, 2013",RUPA REDDY,0,MSC.M.ED,4,20,Middle Class,Provisional,"Apr 1, 2016","Mar 31, 2019",PRAGNAK12 EDUCATIONAL SOCIETY
S.S. BAJWA MODERN ACADEMY,2131809,UTTAR PRADESH,BIJNOUR,DEHRADUN,"VILLAGE BANSOWALA, POST BARHAPUR, TEHSIL NAGINA, DISTRICT BIJNOR, UTTAR PRADESH",246762,,265728,,,principalssbajwa@gmail.com,,2009,"Apr 1, 2009",MEGHA SRESHTHA VERMA,2,"M.A., B.ED.",10,10,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",S.S.BAJWA MODERN ACADEMY SAMITI
NETAJI CENTENARY SCHOOL,2430094,WEST BENGAL,COOCH BEHAR,BHUBANESWAR,"SAHEBGANJ ROAD W/NO.-12, P.O.  BHANGNI PART I DINHATA; COOCHBEHAR",736135,03581,258927,,,ashim_b66@yahoo.co.in,,1929,"Jun 1, 2005",ASHIM BHAUMIK,2,"B.SC, B.ED, D.D.P, M.A",7,29,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",NETAJI CENTENARY TRUST
SANTANU ENGLISH MEDIUM SCHOOL,1530171,ODISHA,KHURDA,BHUBANESWAR,"PLOTNO- 590 ,CHINTAMANISWER AREA,BHUBANESWAR 6",751006,,2312784,,06742312784,himanshubhusantripathy@yahoo.com,,1993,"Feb 14, 1993",HIMANSHU BHUSAN TRIPATHY,0,"M.A,B.ED",10,10,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2021",SANTANU ENGLISH MEDIUM SCHOOL
PEACE PUBLIC SCHOOL,830492,KARNATAKA,MANGALORE,CHENNAI,"KALLAPU VILLAGE
P.O PERMANNUR
THOKKOTTU, MANGALORE",575017,,2469796,,,peaceshamshad@gmail.com,,2006,"Jun 1, 2006",BEGUM SHAMSHAD,0,"B.SC, B.ED",5,11,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",PEACE EDUCATIONAL TRUST
ORCHIDS THE INTERNATIONAL SCHOOL,1130581,MAHARASHTRA,MUMBAI,CHENNAI,"COSMOS ARCADE, AZAD NAGAR,OPPOSITE BRAHMAND PHASE 4,BESIDE TMC WATER TANK, KOLSHET,THANE (WEST), 400607.",400607,,60603888,,,principal.oist@orchids.edu.in,http://www.orchidsinternationalschool.com,2014,"Jul 1, 2014",MADHURI SAGALE,,"BHMS,MTT,MA PSYCHOLOGY",4,7,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",HANSLAXMI CHAIRTABLE TRUST
INFANT JESUS PUBLIC SCHOOL,930878,KERALA,KOTTAYAM,TRIVANDRUM,KIDANGOOR P.O. PALA KOTTAYAM KERALA,686572,06549,9497562891,481650,,principalijps@gmail.com,,1997,"Jun 2, 1997",RANI JOSEPH,1,BSC BED.,2,25,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2019",MANGALARAM EDUCATIONAL CHARITABLE TRUST
KENDRIYA VIDYALAYA,1900039,TAMILNADU,PERAMBALUR,CHENNAI,"MADHANAGOPALAPURAM, PERAMBALUR, TAMILNADU",,04328,277900,09486862008,,vkalyan28raman@gamil.com,,2009,"Apr 1, 1991",KALYANARAMAN V,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2018",KENDRIYA VIDYALAYA SANGATHAN
SURAJKUND INTERNATIONAL SCHOOL,531051,HARYANA,FARIDABAD,PANCHKULA,"PLOT NO-39
DAYAL BAGH",121009,,4092600,,,debjani9763@yahoo.com,,2004,"Jun 1, 2004",DEBJANI SENGUPTA,0,"M.SC, B.ED",10,22,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",SOCIETY F HUMAN EMPOWERMENT
"ADHYA SHANKARACHARY SHIKSHA SANSTHAN DADA DHALUMAL LOKUMAL, TANUMAL JUNIOR HIGH SCHOOL.",3530297,UTTARAKHAND,UTTARKASHI,DEHRADUN,"NIM, ROAD, JOSHIYARA, UTTARKASHI",249193,,4224081,,01374224086,diwakarsemwal.om@gmail.com,,1997,"Jul 1, 1997",DIWAKAR PRASAD SEMWAL,0,"M.A., B.ED",5,3,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2019","ASSSDDLT, JOSHIYARA, UTTARKASHI"
GURUKUL SANAWAD,1030707,MADHYA PRADESH,KHARGAON,AJMER,"SOLANKI COLONY, SANAWAD, TEH. BARWAHA, DIST. KHARGONE (M.P.)",451111,,233500,,07280233012,ashirwadam.vinita098@gmail.com,,2007,"Jul 2, 2007",VINITA ASHIRWADAM,0,"M.A., B.ED.",11,5,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2017","SANAWAD GURUKUL SEVA SAMATI, SANAWAD"
GURUKUL GLOBAL SCHOOL,1730667,RAJASTHAN,CHURU,AJMER,"BIKANER ROAD, BANDHNAU, SARDAR SHAHAR, CHURU",331403,,221072,,,gurukulglobal.ggs@gmail.com,,2011,"Jul 1, 2011",KAILASH RANI,0,"M. A. (ENG. LIT), B.ED., C.P.ED.",2,3,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018","NAVBHARAT VIKAS SAMITI, SARDAR SHAHAR"
"KNOWLEDGE PARK INTERNATIONAL SCHOOL, NIZAMABAD",3630236,ANDHRA PRADESH,NIZAMABAD,CHENNAI,"KNOWLEDGE PARK INTERNATIONAL SCHOOL, AUTO NAGAR, BODHAN ROAD, NIZAMABAD - 503 001 (A.P.)",503001,,9502370736,,,minhajprincekpis@gmail.com,http://www.knowledgeparkinternationalschool.com,2010,"Jun 12, 2010",MOHAMMED MINHAJUDDIN,,"M.A., B.ED.,",10,10,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",A & B EDUCATIONAL & WELFARE SCOEITY
DELHI PUBLIC SCHOOL,2730015,DELHI,,DELHI,POST BOX 3042 MATHURA ROAD NEW DELHI,110003,011,43399200;24358058,24355358,4359638,contact@dpsmathuraroad.net,airfcebalbharatischool.com,1949,"Apr 1, 1991",MANOHAR LAL,1,POST GRADUATE,5,33,Senior Secondary,Provisional,"Jul 1, 1977","Mar 31, 2018",THE  DELHI PUBLIC SCH SOCIETY
"GRAMYA BHARATI PURV MADHYAMIK SHIKSHALAYA,",2132116,UTTAR PRADESH,GHAZIPUR,ALLAHABAD,SHRIGANJ (NANDGANJ)GHAZIPUR,233001,,2221535,,,jkumargzp7@gmail.com,,2010,"Apr 1, 2010",JITENDRA KUMAR SRIVASTAV,1,"M. A., B. ED.",5,28,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",GRAMYA PRATHAMIC VIDYALAYA SAMITI
VIVEKANANDA KENDRA VIDYALAYA,230050,ASSAM,DIBRUGARH,GUWAHATI,NEEPCO BOKULONI DIBURGARH ASSAM,786601,0374,2825417,03742825417,,borthakurrupan@gmail.com,,1998,"Apr 7, 2003",RUPANJOLI BORTHAKUR,2,"M.A, B.ED",12,22,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",VIVEKANADA KENDRA
SARVODAYA VIDYALAYA(RANI DURGAWATI),2754024,DELHI,SOUTH DELHI,DELHI,I N A COLONY NEW DELHI 110 023,110023,011,24648879,26463697,,svina1924039@gmail.com,,1951,"Apr 1, 1991",PUSHPA HORO,1,"M.A.ENG,M.COM.,PH.D.",9,39,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",DIRECTATE OF EDUCATION DELHI ADMINISTRATION
"MARK GLOBAL SCHOOL,",830172,KARNATAKA,BANGALORE,CHENNAI,"MARK HILLS PB NO. 8320, BANNERGHATTS (PO), ANEKAL, BANGALORE, KARNATAKA",560083,0816,2243678,2243769,,norbertschool@hotmail.com,,2002,"Jun 2, 2008",SREEKALA G KUMAR,2,M.A  B.ED,14,19,Secondary School,Provisional,"Apr 1, 2010","Mar 31, 2013",HAZARTH MEHABOOB SUHANI EDU SOCIETY
KENDRIYA VIDYALAYA,1000087,MADHYA PRADESH,UMARIA,AJMER,"OPP. S.P. BUNGALOW, CIVIL LINES, UMARIA, MADHYA PRADESH",484661,07653,3222186,84479,,praveennaidu62@gmail.com,,1992,"Sep 20, 1937",PRAVEEN NAIDU,1,,,,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2018",K V S
"GOVT. JR. HIGH SCHOOL,",1820198,SIKKIM,,GUWAHATI,"ASSANGTHANG, NAMCHI, SOUTH SIKKIM-737126",,0361,5263759,4427,,sowangchingapa@gmail.com,,1954,"Jul 1, 1969",SONAM WANGCHUK BHUTIA,0,,,,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2018",EDUCATION SOCIETY A F STN KANPUR
VIDYADAYINI SCHOOL,830138,KARNATAKA,,CHENNAI,K R NAGAR PO HARIHAR KARNATAKA,577602,08192,2215177,241508,,chairman_vidyadayini@rediffmail.com,,1983,"Apr 1, 2001",JAYALAKSHMI R,0,,,,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2019",SRI DURNGOJI GOPAL RAO EDU AND CHARITABLE TRUST
SAINIK SCHOOL,1480002,NAGALAND,PEREN,GUWAHATI,"PUNGLWA P.O., PEREN DISTRICT",797106,011,03862289216,22222704,22471516,sainikpunglwa@yahoo.co.in,http://www.mpsipextn.com,1976,,COL BS RATHORE,2,M.A B.ED,24,24,Senior Secondary,Provisional,"Apr 1, 2012","Mar 31, 2015",
SHERON PUBLIC SCHOOL,3530432,UTTARAKHAND,HARIDWAR,DEHRADUN,"LAKHNAUTA CHOURAHA,P.O. MAGBJMPUR,TEHSIL ROORKI,DISTT.HARIDWAR",247667,,225414,,01332225404,sheronlkn11111@gmail.com,,2004,"Mar 12, 2004",MITHLESH BHARDWAJ,0,"M.A.,B.ED",25,25,Senior Secondary,Provisional,"Apr 1, 2018","Mar 31, 2021",SHERON PUBLIC SAMITI
D T E A SR SEC SCHOOL,2778051,DELHI,,DELHI,PUSA ROAD NEW DELHI,110005,,25818581,25818581,0188722242,chitrav1961@gmail.com,,1958,"Dec 1, 2006",CHITRA VASAGAM,2,"M.SC.MATHS ,M.A.POL. SCI.M.ED.",5,28,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",DELHI TAMIL EDUCATION ASSOCIATION
KENDRIYA VIDYALAYA NO 2,1000004,MADHYA PRADESH,GWALIOR,AJMER,A F S MAHARAJPUR GWALIOR MADHYA PRADESH,474020,0481,2470227,8227,,kv2gwl@gmail.com,,1977,"Apr 1, 1991",REKHA SAXENA,1,"M SC, B ED, NET",10,12,Senior Secondary,Provisional,"Apr 1, 2007","Mar 31, 2012",KENDRIYA VIDYALAYA SANGATHAN
VIVEKANANDA KENDRA VIDYALAYA,230009,ASSAM,TINSUKHIA,GUWAHATI,PO- LAIPULI VIA PANITOLA TINSUKIA ASSAM,786183,0374,2318191,9435526058,23181902318191,vkvtsk@vkspv.org,http://tinsukia.vkv.in,1978,"Jul 1, 1992",GURU CHARAN DAS,1,MA B.ED,11,32,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",VIVEKANANDA KENDRA KANAYAKUMARI
MAHARISHI VIDYA MANDIR,3330070,CHATTISGARH,,BHUBANESWAR,"KURANDI ROAD, ADWAL DISTT JAGDALPUR CHATTISGARH",494001,07782,264906,,,amitjdp28@gmail.com,,1999,,AMIT KUMAR SINGH,,,,,Secondary School,Provisional,"Apr 1, 2006","Mar 31, 2009",MAHARISHI SHIKSHA SANSTHAN
MM INTERNATIONAL SCHOOL,1030850,MADHYA PRADESH,JABALPUR,AJMER,"BEHIND NTPC,NEAR BALAJI PETROL PUMP,GLOBAL ENGINEERING COLLEGE SQUARE ,PATAN BY-PASS",482001,06244,2908070,9501476340,,mmis.ofc@gmail.com,http://www.mmis.ac.in,2014,"Jun 18, 2014",SHALINI SHIVHARE,2,,,,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",MM EDUCATION SAMITI
JAWAHAR NAVODAYA VIDYALAYA,2440005,WEST BENGAL,,BHUBANESWAR,"KALYANI,OPP J N M HOSPITAL  NADIA WEST BENGAL",741235,033,25809616,,,rksarraf.jnvl@rediffmail.com,,1987,"Mar 31, 2012",RAMESH KUMAR SARRAF,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",NAVODAYA VIDYALAYA SAMITI
RASHTRAKAVI MAITHILI SHARAN GUPT PUBLIC SCHOOL,2131746,UTTAR PRADESH,JHANSI,ALLAHABAD,"CHIRGAON, JHANSI",284001,05170,285063,9415111422,,principalrmsg@gmail.com,,2011,"Apr 1, 2011",AMIT AWASTHI,1,"MA, B ED.",15,20,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",RASHTRAKAVI DR. MAITHILI SHARAN GUPT LOK KALYAN TRUST
JAWAHAR NAVODAYA VIDYALAYA,540008,HARYANA,KAITHAL,PANCHKULA,TITRAM DISTT KAITHAL HARYANA,132027,01746,200651,01746226651,226651,rajeshkumari647@yahoo.com,,1987,"Mar 31, 2011",RAJESH KUMARI,2,"M.A., M.ED.",7,14,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",NAVODAYA VIDYALAYA SAMITI
LTR PUBLIC SCHOOL,2130662,UTTAR PRADESH,MEERUT,DEHRADUN,KURALI BAGHPAT ROAD DISTT MEERUT UTTAR PRADESH,250002,0121,2880086,429,,s.sumati.1962@gmail.com,,2000,"Apr 2, 2001",SUMATI SINGH,1,M.A.B.ED,20,23,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",LTR SHIKSHA SANSTHAN
SAI NALANDA CENTRAL SCHOOL,830627,KARNATAKA,MYSORE,CHENNAI,"NEAR ARKESHWARA TEMPLE
KRISHNARAJANAGARA- 571602",571602,,3297440,,,speak@nalanda.com,http://www.sainalanda.com,2011,"Jun 1, 2011",POOJA V P,1,MA B.ED,10,10,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",SRI SAIRAM CHARITABLE TRUST
NIRMALA MATHA CBSE CONVENT SCHOOL,930813,KERALA,THRISSUR,TRIVANDRUM,"EYYAL P.O. 
KECHERY",680501,,5272008,,,shanplsabs@gmail.com,,2001,"Jun 4, 2001",SR SHAN MARIA,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",NIRMALA MATHA CBSE CONVENT SCHOOL TRUST EYYAL
AIRSON ENGLISH SCHOOL,1130719,MAHARASHTRA,THANE,CHENNAI,"DUBEY BAUGH , HENDREPADA",421503,,8879775959,,,www.airsonschool1613@gmail.com,http://www.airsonenglishschool.com,2013,"Jun 17, 2013",SHABNAM T SHAIKH,,"B.SC. , B.ED",1,5,Secondary School,Provisional,"Jan 4, 2017","Mar 31, 2020",MATASHRI NAVARANGIDEVI MEMORIAL TRUST
JHUNJHUNU ACADEMY,1730273,RAJASTHAN,JHUNJHUNU,AJMER,"JHUNJHUNU INTERNATIONAL WISDOM CITY, NEAR KHEMI SHAKTI TEMPLE, JHUNJHUNU,",333001,01592,239548;234832,239548,232641,ravishankar.sharmarvs@gmail.com,,2002,"Jul 1, 2008",RAVI SHANKAR SHARMA,1,"B.SC,M.SC,B.ED,P HD",5,13,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",JHUNJHUNU ACADEMY SAMITI
SRI KANCHIMAHASWAMI VIDHYA MANDIR,1930439,TAMILNADU,KANCHEEPURAM,CHENNAI,"NO-1, SHANKAR NAGAR,
RAJAKILPAKKAM,
CHENNAI-600 073",600073,,8870143888,,,skmsvm.cbseprincipal@gmail.com,http://www.srikanchimahaswamividyamandir.org,2011,"Jun 14, 2011",LALITA MAHADEVAN,1,M.SC B.ED.,14,20,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",SRI KANCHI MAHASWAMI TRUST
D A V PUBLIC SCHOOL,3430029,JHARKHAND,BOKARO,PATNA,CENTRAL COLONY DHORI P O PHUSRO BAZAR BOKARO DISTT JHARKHAND,829144,06549,220249,220528,220249,dav_dhori@yahoo.com,http://www.davdhori.com,1982,"Jul 1, 2004",SATYENDRA KUMAR,1,M.A. B.ED,15,12,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",COAL INDIA LIMITED
HOLY FAMILY CONVENT HIGHER SECONDARY SCHOOL,1030296,MADHYA PRADESH,SAGAR,AJMER,PO KHURAI KHURAI SAGAR MADHYA PRADESH,470117,07581,240462,,03325826013,holyfamilychssk@rediffmail.com,,2001,"Jul 3, 2000",MERCY M D,2,M.A B.ED,10,5,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",HOLY FAMILY CONVENT TRUST
MAHARAJA AGRASEN PUBLIC SCHOOL,2132507,UTTAR PRADESH,LUCKNOW,ALLAHABAD,MOTI NAGAR,226004,,2691803,,,tmanubala@gmail.com,,1962,"Feb 6, 1962",MANU BALA TEWARI,,B. SC. M.A. B. ED. M.B.A.,14,21,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",AGARWAL SIKSHA SANSTHAN
PRAGATI PUBLIC SCHOOL,2730415,DELHI,SOUTH WEST DELHI,DELHI,"SECTOR XIII DWARKA, DISTT SOUTH WEST DELHI, NEW DELHI",110078,0651,28033100;28031700,25079895,2440954,geetak67@yahoo.co.in,http://www.vivekanandavidyamandi,2001,"Apr 10, 1995",GEETA KAPUR,1,"M.SC, B.ED",14,24,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",PRAGATI EDU AND WEL SOCIETY
ALFEEN PUBLIC SCHOOL,930484,KERALA,KOTTAYAM,TRIVANDRUM,26TH MILE PALAMPRA PO KANJIRAPPALY KOTTAYAM KERALA,686518,04828,8234330,04828234330,0482823415,principal@alfeenpublicschool.com,,1993,"Jun 5, 2000",GLADIAS PETER,2,"M A, B ED",10,15,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",THE ALIF TRUST
CITY PRIDE SCHOOL,1130180,MAHARASHTRA,PUNE,CHENNAI,"HS-2, SECTOR 27A PRADHIKARAN , NIGADI",411044,,65105596,,02027655980,mayasawant99@yahoo.com,http://www.cityprideschool.com,2003,"Jun 12, 2003",MAYA SANJIV SAWANT,0,BSC MED,4,15,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",AUDYOGIK TANTRA SHIKSHAN SANSTHA
LORD MAHAVIRA JAIN PUBLIC SCHOOL,1630689,PUNJAB,KAPURTHALA,PANCHKULA,"SHAHEED BHAGAT SINGH NAGAR, SCHEME NO.3, HOSHIARPUR ROAD, PHAGWARA",144401,0731,229222,,,nirkesh_sharma@yahoo.co.in,,2008,"Apr 1, 2008",NIRKESH SHARMA,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2017","S.S.JAIN SABHA, KATHERA CHOWK, PHAGWARA"
OLIVE PUBLIC SCHOOL,930450,KERALA,KOZHIKODE,TRIVANDRUM,PO PERAMBRA KOZHIKODE DISTT KERALA,673525,0496,2612040,0096612080116,,srijiththondayad@gmail.com,,2005,"Apr 2, 2005",SREEJITH K P,2,"B.SC., M.A., B.ED.",10,32,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",HIMA CHARITABLE TRUST
SWAMI VIVEKANAND GOVT MODEL SCHOOL,1720014,RAJASTHAN,SRI GANGANAGAR,AJMER,"INDIRA CIRCLE, SURATGARH, DIST SRIGANGANAGAR, RAJASTHAN",335804,,223825,,,paramveer.suratgarh@gmail.com,,,,PARAMVEER SINGH THIND,0,,,,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2017",
DAV PUBLIC SCHOOL,330178,BIHAR,JAMUI,PATNA,"ASHOK TOWN HALL ROAD, JAMUI",811307,06115,224272,2287378,,skdubeydav@gmail.com,,1999,"Jul 1, 2005",S K DUBEY,2,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",DAV COLLEGE TRUST & MGMT SOCIETY
SRI GURU TEG BAHADUR PUBLIC SCHOOL,3530032,UTTARAKHAND,NAINITAL,DEHRADUN,CIVIL LINES HALDWANI DISTT NAINITAL UTTARANCHAL,263139,022,222419,2428,27451793,joshivijay1967@gmail.com,http://www.davpanvel.com,1979,"Apr 1, 1991",VIJAY KUMAR JOSHI,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",SRI GURU SINGH SABHA GURUDWARA
DELHI PUBLIC SCHOOL,430261,GUJARAT,BHARUCH,AJMER,"PAGUTHAN-ALDAR ROAD, OPP. CLP INDIA, ALDAR, BHARUCH",392015,,2288014,,02642288015,principal@dpsbharuch.com,http://www.dpsbharuch.com,2013,"Jun 17, 2013",MANOJ SARIN,1,"M.SC., B.ED., CERT. PROGRAM IN ASM",4,15,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",SANSKRITI SOCIETY FOR EDUCATIONAL DEVELOPMENT
JAWAHAR NAVODAYA VIDYALAYA,2140029,UTTAR PRADESH,,ALLAHABAD,"BEGAUR, DISTT ETAH UTTAR PRADESH",160009,0535,035663,33008,,jnvetah91@gmail.com,,1991,"Mar 9, 1998",RAJKISHAN SHARMA,2,,,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2022",NAVODAYA VIDYALAYA SAMITI
DAV PUBLIC SCHOOL,530303,HARYANA,FARIDABAD,PANCHKULA,SEC-37 FARIDABAD  HARYANA,121003,,4279200;270530,288512,,dipti_jagota@yahoo.com,,1999,"Apr 1, 2005",DEEPTI JAGOTA,2,,,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",DAV COLLEGE MANG. COMMITTEE
GOVT CO-ED SR.SEC SCHOOL,2750082,DELHI,,DELHI,NIZAMPUR DELHI,110081,011,25951044,9312917484,,1413009zone13@gmail.com,,1987,"Apr 1, 1991",RAJBIR SINGH,2,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2018",DELHI ADMINISTRATION
RAJBALA SPRING DALE ACADEMY,2130224,UTTAR PRADESH,,DEHRADUN,RAILWAY ROAD SIKANDRABAD DISTT. BULANDSHAR UTTAR PRADESH,203205,05949,269245,09411561205,,nagarsunita92@gmail.com,,1988,"Nov 16, 2017",SUNITA NAGAR,1,M.A.B.ED,6,15,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",SPRING DALE ACADEMY SIKANDRABAD
SREE VALLUVANAD VIDYA BHAVAN,930112,KERALA,MALAPPURAM,TRIVANDRUM,"POST BOX 82, PERINTAKMANNA, ERAVIMANGALAM CHERUKKARA MALAPURAM DISTT KERALA",679340,0493,3226366;328503,682709,0423/43340,svvbhome@gmail.com,,1991,"May 23, 2006",THANKAM UNNIKRISHNA,1,"M.A,M.ED,M.PHIL,PHD",20,15,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",DHARMA RAKSHA SAMITHI
SHANTI PUBLIC HIGHER SECONDARY SCHOOL,1030914,MADHYA PRADESH,GUNA,AJMER,"WARD NO. 3, KARNAL GANJ,  HEAD POST OFFICE ROAD, GUNA (M.P.)",473001,,255155,,,vidushiwadhwa@gmail.com,http://www.shantipublicschool.edu.in,1996,"Jul 1, 1996",VIDUSHI WADHWA,,"M.A. (GEOGRAPHY), B.ED., PH.D.",10,6,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",LAL CHAND SHANTI SHIKSHA SAMITI
M.G.D.S.D. PUBLIC SCHOOL,2131381,UTTAR PRADESH,BIJNOUR,DEHRADUN,"GOHAWAR, HALLU NOORPUR CHANDPUR, BIJNOUR UP",246748,01282,283445,,,sudhanshu7523@yahoo.co.in,,2001,"Jul 2, 2001",SUDHANSHU SHARMA,2,"M.SC., B.ED",6,10,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",M.G.D.S.D. EDUCATION SOCIETY
INSTITUTE F THE BLIND,2620091,CHANDIGARH,,PANCHKULA,"SECT 26, CHANDIGARH",160019,,2793950,01722793958,,jsjayaraprincipal@gmail.com,,1980,"Apr 1, 1991",JAGANNATH SINGH JAYARA,0,,,,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",DELHI ADMINISTRATION
KENDRIYA VIDYALAYA NO.2,3600015,TELANGANA,HYDERABAD,CHENNAI,"AIR FCE ACADEMY   DUNDIGAL,HYDERABAD
ANDHRA PRADESH",500043,08418,254229,0984649206,084182542,principalkv2afa@yahoo.co.in,,1986,"Apr 1, 1991",MDMASOOD ALI,1,MSC GEO M.PHIL,9,23,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",KENDRIYA VIDYALAYA SANGATHAN
"PRATAP PUBLIC SCHOOL,",531270,HARYANA,KARNAL,PANCHKULA,"RAI SAHAB KA BAGH
V.P.O. KUNJPURA",132022,,2385900,,01842385900,ppskprinci@gmail.com,http://www.ppskunjpura.com,2010,"May 4, 2010",RAJNI BALA,0,M.A. B.ED,0,20,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",RAI SAHAB CHAUDHARY BHAGWAN SINGH TRUST
MARY MATHA ENGLISH MEDIUM SCHOOL,931080,KERALA,THIRUVANANTHAPURAM,TRIVANDRUM,"POTHENCODE PO
THIRUVANANTHAPURAM, KERALA",695584,,2411277,,,tresasrdm@gmail.com,,1994,"Jun 2, 1994",SR TRESA PETER DM,0,"BSC, BED.",10,5,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2021","DAUGHTERS OF MARY, ST. MARY''''S PROVINCE"
ST. JOSEPH CONVENT SCHOOL,2130299,UTTAR PRADESH,,ALLAHABAD,ROBERTS GANJ DISTT SONEBHADRA UTTAR PRADESH,231216,048652,222311;22013,04865230339,,alinakavi@gmail.com,http://ww.carmelagiri.com,2003,"Apr 1, 2005",SR ALINA,1,"M.A.,B.ED.",16,15,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",KARAMDEVI MEMORIAL PUB SCH SOCIETY
JESUS & MARY SECONDARY SCHOOL,1730532,RAJASTHAN,BIKANER,AJMER,"I-E, JAI NARAYAN VYAS COLONY, BIKANER",334001,0483,2234070,,01512209245,sunilbenjamin59@gmail.com,http://www.dtmcollege.org,1974,"Jul 15, 1974",SUNIL BENJAMIN,2,"B.A., B. ED., M.A.",2,17,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018","JESUS & MARY ENGLISH SCHOOL SAMITI, BIKANER"
WILSONIA SCHOLARS HOME,2131230,UTTAR PRADESH,MORADABAD,DEHRADUN,"DELHI ROAD, NATIONAL HIGHWAY - 24 PAKBARA, MADABAD",244001,,9219444715,,05912414779,shwetangana123@gmail.com,,2008,"Apr 1, 2008",SHWETANGANA SANTRAM,0,"M.A, B. ED",11,11,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",WILSONIA COLLEGE SOCIETY
GOVT SR SEC SCHOOL,1820022,SIKKIM,EAST DISTRICT,GUWAHATI,RONGLI CHUJACHEN EAST SIKKIM,737133,03595,9593984004,235,,yangchuk@gmail.com,,1974,"Apr 1, 1991",YANGCHUK DONKA,2,"MA, MED.",2,10,Senior Secondary,Provisional,"Apr 1, 2012","Mar 31, 2013",GOVT. OF SIKKIM
ODISHA ADARSH VIDYALAYA,1520091,ODISHA,,BHUBANESWAR,"MURIBAHAL, AT/PO MURIHABAL, DISTT, BALANGIR, ODISHA-767037",,,,,,,,,"Dec 12, 2017",,0,,,,Secondary School,,"Apr 1, 2017","Mar 31, 2019",
