id,rated,turns,victory_status,winner,increment_code,opening_name
Grubcd0I,TRUE,61,resign,white,10+0,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
rBEQ3gqc,TRUE,35,resign,white,10+0,Sicilian Defense: Old Sicilian
eUEzsSNF,TRUE,68,mate,black,10+0,Russian Game: Urusov Gambit
YNUaWz9u,TRUE,55,mate,white,10+0,Sicilian Defense: Closed Variation |  Traditional
3YGKZ2Wq,TRUE,147,mate,white,10+0,Sicilian Defense
MzwM3FTF,TRUE,104,mate,black,10+0,Sicilian Defense: Accelerated Dragon |  Exchange Variation
fehuaLTD,TRUE,2,outoftime,black,10+15,King's Pawn Game
gMbAO5xt,TRUE,33,resign,white,10+7,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
jElEAAJd,TRUE,35,resign,white,10+0,French Defense: Knight Variation
rcD4rwDM,TRUE,29,resign,white,10+0,King's Pawn Game: Tayler Opening
RAwMzivk,TRUE,85,resign,white,15+0,Four Knights Game
Fy3ZExXm,TRUE,26,mate,black,15+0,King's Pawn Game: Tayler Opening
NeBG92UZ,TRUE,24,resign,white,180+180,Sicilian Defense
NujCv5Fy,TRUE,47,mate,white,15+5,Scandinavian Defense: Mieses-Kotroc Variation
StouvJGZ,TRUE,41,resign,black,10+5,Queen's Gambit Accepted: Accelerated Mannheim Variation
uQHyjdyB,TRUE,15,mate,white,10+0,Scotch Game
noNiTGVe,TRUE,98,outoftime,black,10+0,Bishop's Opening
qhDWmINz,TRUE,54,mate,black,10+0,East Indian Defense
URDWopKS,TRUE,43,resign,white,10+0,Queen's Pawn Game: Chigorin Variation
rwAMUWmx,TRUE,11,mate,white,10+0,Nimzowitsch Defense
O3nsRoGI,TRUE,78,resign,black,10+0,Mieses Opening
LrlglwFj,TRUE,13,mate,white,10+0,King's Pawn Game: Napoleon Attack
49ssxBlA,TRUE,63,mate,white,10+0,King's Pawn Game: Leonardis Variation
uxB4EezK,TRUE,9,resign,white,10+0,Italian Game
tpAQVFdP,TRUE,99,resign,black,10+0,King's Pawn Game: Leonardis Variation
xp2ZOhBQ,TRUE,65,mate,white,15+0,Sicilian Defense
L18MX1x3,TRUE,48,outoftime,black,15+0,French Defense: Advance Variation |  Nimzowitsch System
uRX6iICZ,TRUE,71,outoftime,white,15+0,Pirc Defense
K0lbKqYt,TRUE,38,mate,black,15+0,Van't Kruijs Opening
NscsBm2s,TRUE,47,mate,white,15+0,French Defense: Advance Variation |  Paulsen Attack
qNSNQJ8c,TRUE,38,resign,black,15+0,Sicilian Defense
FJTeB0gx,TRUE,60,mate,black,15+0,Queen's Gambit Declined
yNzi557Z,TRUE,97,mate,white,15+0,Queen's Gambit Declined: Queen's Knight Variation
TFw8FHCY,TRUE,48,resign,black,15+0,Four Knights Game: Italian Variation
ZyjHdUGk,TRUE,36,mate,black,15+0,Tarrasch Defense
KFLvkNhL,TRUE,94,mate,black,15+0,Scotch Game: Benima Defense
IeGpHu1q,TRUE,136,mate,black,15+0,Four Knights Game: Italian Variation
94JCPpaL,TRUE,60,mate,black,15+0,French Defense: Advance Variation |  Nimzowitsch System
Ac6CB7hz,TRUE,44,mate,black,15+0,French Defense: Bird Invitation
8qYTysFk,TRUE,44,mate,black,15+0,Italian Game: Two Knights Defense |  Knight Attack
Q3VXvZTS,TRUE,150,mate,black,10+0,French Defense: Advance Variation |  Nimzowitsch System
rTiytsQN,TRUE,96,mate,black,10+0,French Defense: Marshall Variation
Px2xyl4d,TRUE,30,outoftime,black,10+0,Horwitz Defense
Iwow2Y64,TRUE,34,resign,black,10+0,Queen's Gambit Declined
G4k1jK69,TRUE,56,mate,black,10+0,French Defense: Advance Variation #3
ShGLDecv,TRUE,75,resign,white,10+0,French Defense: Advance Variation #3
6WUAPwNb,TRUE,52,resign,white,10+0,Tarrasch Defense
QNc6GrSl,TRUE,21,resign,white,10+0,French Defense: King's Indian Attack
ukFFxi1H,TRUE,65,resign,white,10+0,French Defense: Advance Variation #2
AT83WBD9,TRUE,53,mate,white,10+0,French Defense: King's Indian Attack
YzrWlckd,TRUE,49,mate,white,10+0,French Defense: Knight Variation
NezbKvl7,TRUE,40,resign,black,10+0,Sicilian Defense: O'Kelly Variation |  Venice System |  Ljubojevic Line
qloW1jcG,TRUE,37,mate,white,10+0,French Defense: Knight Variation
AmudwqU7,TRUE,42,mate,black,10+0,Mieses Opening
D1SkxJzy,TRUE,31,resign,white,10+0,French Defense: Knight Variation
3dn1h2k9,TRUE,11,resign,white,10+0,Mieses Opening
Pky8l3Lt,TRUE,11,resign,white,10+0,French Defense: Queen's Knight
dKW27o1C,TRUE,49,resign,white,10+0,Mieses Opening
ytR8qwlM,TRUE,72,resign,black,10+0,King's Pawn Game: Leonardis Variation
5OGbiIWT,TRUE,85,resign,white,10+0,French Defense #2
cD38oLH2,TRUE,58,resign,black,10+0,French Defense: Schlechter Variation
Jb7C1x9e,TRUE,80,resign,white,10+0,Russian Game: Urusov Gambit
J3XT3dpb,TRUE,61,mate,white,10+0,French Defense: Advance Variation #3
7Z4DZf68,FALSE,5,resign,white,5+8,King's Pawn Game: Nimzowitsch Defense
b9SIcVDM,FALSE,7,resign,white,15+0,French Defense: Advance Variation #3
83vhI5GR,FALSE,33,resign,black,60+60,Sicilian Defense: Dragon Variation |  Yugoslav Attack
WX24MyQf,TRUE,64,resign,white,15+8,Italian Game
Ix0jkl7X,TRUE,26,mate,black,20+0,Russian Game: Urusov Gambit
JAl8hjBY,TRUE,51,resign,black,10+5,Sicilian Defense: Closed Variation
CLaooF3B,TRUE,41,resign,white,10+0,King's Pawn Game: McConnell Defense
T1f6mLqd,TRUE,48,resign,white,10+0,Four Knights Game: Scotch Variation
70hnZwbO,TRUE,20,resign,white,15+11,Four Knights Game: Italian Variation
wafu9DiL,TRUE,25,resign,white,10+0,Ruy Lopez: Berlin Defense |  Closed Bernstein Variation
JKW6wGZD,TRUE,20,outoftime,black,10+8,Philidor Defense
maXrGBcM,TRUE,11,outoftime,white,10+0,King's Pawn Game: Leonardis Variation
ZmdFmvG1,TRUE,63,resign,white,15+0,Scotch Game
ZTunC5qi,TRUE,19,draw,draw,15+0,Ruy Lopez: Berlin Defense
7f0UNNfx,TRUE,21,resign,white,15+0,Russian Game: Three Knights Game
i3BbZKFC,TRUE,134,mate,black,15+0,Four Knights Game: Scotch Variation Accepted
5m7qBD0O,TRUE,129,mate,white,15+0,King's Pawn Game: Wayward Queen Attack
Lf44SpwN,TRUE,39,resign,white,15+0,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
MwpYMt51,TRUE,33,resign,black,12+0,Four Knights Game: Italian Variation
0pq6PAVb,FALSE,22,mate,black,20+7,French Defense: Knight Variation
4KH8rIMd,TRUE,60,mate,black,10+3,Scotch Game
qsQPUc4I,TRUE,87,resign,white,15+1,Four Knights Game: Spanish Variation
MydazshY,TRUE,62,resign,black,15+0,Philidor Defense
6Q01zumr,TRUE,22,resign,black,9+5,English Opening: King's English Variation |  Two Knights Variation
HzPsRrmq,FALSE,12,resign,white,15+2,Russian Game: Damiano Variation
nSg23nTR,FALSE,41,resign,white,10+0,King's Gambit Accepted |  Polerio Gambit
pTxlu2iZ,TRUE,40,outoftime,black,20+5,Giuoco Piano
7TYQGZCJ,TRUE,71,resign,white,15+0,Queen's Gambit Accepted: Central Variation |  McDonnell Defense
81tgo3Tu,TRUE,107,resign,black,5+8,Philidor Defense #3
CuVZiqJM,TRUE,41,mate,white,10+3,Scotch Game
7JK0UUgx,TRUE,37,resign,white,8+3,King's Pawn Game: Wayward Queen Attack
ENRHyFN9,TRUE,23,resign,white,40+10,Queen's Gambit Refused: Marshall Defense
j5PBrN19,TRUE,30,resign,black,10+0,King's Pawn Game
Z1M9z44Z,TRUE,1,resign,white,10+0,King's Pawn
9Jgd3ECw,TRUE,51,mate,white,10+0,Italian Game
5PbDSOM0,TRUE,47,resign,black,10+0,Van't Kruijs Opening
HnQZi0ZS,TRUE,73,mate,white,5+5,Bishop's Opening: Berlin Defense
BaHl4cje,TRUE,154,outoftime,black,10+0,French Defense: Exchange Variation |  Monte Carlo Variation
4aiuVq2x,TRUE,40,mate,black,10+0,Giuoco Piano
gPohywvO,TRUE,41,mate,white,5+7,Sicilian Defense: McDonnell Attack
Gidrnr39,TRUE,45,resign,white,10+0,Italian Game: Giuoco Piano |  Greco's Attack
CDpqekF1,TRUE,51,mate,white,8+0,King's Indian Defense: Four Pawns Attack |  Dynamic Attack
jcmtMyaa,TRUE,146,outoftime,black,10+0,Scotch Game
q30DTIqH,TRUE,76,resign,black,10+0,King's Gambit Accepted: Modern Defense #2
FrB4SBij,TRUE,144,resign,black,10+0,Caro-Kann Defense: Panov Attack
wVVdMaCu,TRUE,43,resign,black,10+0,Caro-Kann Defense: Rasa-Studier Gambit
PGQkBFHm,TRUE,70,mate,black,10+0,Bishop's Opening: Boi Variation
kPkQGuG3,TRUE,45,resign,white,10+0,Sicilian Defense: Bowdler Attack
2N11Zoiq,TRUE,89,mate,white,10+0,Robatsch (Modern) Defense
TLwto2yK,TRUE,70,resign,black,5+7,Indian Game: Wade-Tartakower Defense
mZjuXev2,TRUE,29,resign,white,10+3,French Defense: Normal Variation
P1pJekpv,TRUE,71,resign,white,10+0,Italian Game: Giuoco Pianissimo |  Normal
nc2iXoqQ,TRUE,24,resign,black,10+0,English Opening: Great Snake Variation
YeANMECT,TRUE,29,resign,black,10+0,Italian Game: Evans Gambit Declined |  5.a4
x6Di4GBX,TRUE,57,resign,white,10+0,French Defense: Exchange Variation |  Monte Carlo Variation
XpVVbDCV,TRUE,76,resign,black,7+8,Scotch Game: Modern Defense
iL5gfkLi,TRUE,20,resign,white,10+0,Sicilian Defense: Bowdler Attack
ZG8j22te,TRUE,39,mate,white,10+0,Scandinavian Defense: Mieses-Kotroc Variation
roan7WHy,TRUE,118,mate,black,10+0,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line
37cIabzi,TRUE,71,resign,black,12+12,Sicilian Defense: McDonnell Attack
2SOMFlxB,TRUE,57,mate,white,10+0,Italian Game: Anti-Fried Liver Defense
0Znhw50H,TRUE,41,resign,white,10+0,Old Indian Defense
MQGTeemm,TRUE,48,resign,black,10+0,Scotch Game
uRFTxnq6,TRUE,63,mate,white,10+0,Sicilian Defense: McDonnell Attack
i13EWVDl,TRUE,60,resign,black,2+10,Sicilian Defense: McDonnell Attack
5Gim4qaj,TRUE,31,resign,white,10+0,Polish Opening
EntKIpge,TRUE,29,resign,white,10+0,Pirc Defense #5
hX4hiaAf,TRUE,29,resign,white,10+0,Owen Defense
LxklMW66,TRUE,33,mate,white,15+15,Scandinavian Defense
3cfWPf0y,TRUE,46,mate,black,6+3,Italian Game: Classical Variation |  Center Attack
asaENqNC,TRUE,63,resign,white,5+8,Queen's Pawn Game
hbrjhd16,TRUE,62,resign,black,10+0,Polish Opening: King's Indian Variation
CJdPYxVM,TRUE,59,resign,white,10+0,King's Indian Attack: Sicilian Variation
stLW9WMu,TRUE,53,resign,white,10+0,Hungarian Opening
YzgJI16z,TRUE,29,resign,white,10+0,Scotch Game
S6FSwnve,TRUE,150,outoftime,black,15+0,French Defense: Advance Variation |  Euwe Variation
vHnthNM4,TRUE,122,draw,draw,25+5,Caro-Kann Defense: Panov Attack
fUjcNng9,TRUE,143,resign,white,25+5,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
wWVnMMuE,TRUE,132,resign,black,25+5,Caro-Kann Defense: Classical Variation
JRqaJ5NB,TRUE,30,mate,black,25+5,Caro-Kann Defense: Advance Variation |  Short Variation
Ob30mF8J,TRUE,41,resign,white,25+5,Caro-Kann Defense: Classical Variation
wyhmaLDb,TRUE,64,resign,black,15+3,King's Indian Defense: Normal Variation |  King's Knight Variation
AHIxde3Q,TRUE,150,draw,draw,15+3,Caro-Kann Defense
SyWbDLpe,TRUE,87,mate,white,15+3,Italian Game: Two Knights Defense |  Modern Bishop's Opening
VLnIq6f0,TRUE,52,mate,black,15+3,Queen's Pawn Game: Chigorin Variation
u4hQYL7V,TRUE,110,resign,black,15+3,King's Indian Defense
Zf9AV6Aa,TRUE,107,resign,white,15+3,Caro-Kann Defense
SiAocaUF,TRUE,157,draw,draw,15+3,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
LlV1fnE0,TRUE,49,resign,white,15+3,Benoni Defense: Benoni Gambit Accepted
DwEqnJyg,TRUE,64,resign,white,180+180,King's Indian Defense
RZDzALCh,TRUE,2,draw,draw,180+0,Indian Game
XZ3gchsy,FALSE,33,draw,draw,5+10,Queen's Pawn Game: Chigorin Variation
zAFaRYtf,TRUE,71,resign,white,5+8,Caro-Kann Defense: Two Knights Attack
nzQ8k5GN,TRUE,84,resign,black,5+8,Caro-Kann Defense
xEWJADlu,TRUE,67,mate,white,15+5,Italian Game: Anti-Fried Liver Defense
WIqPK60Q,TRUE,62,resign,black,15+0,King's Indian Attack
a0kNz8fK,TRUE,37,mate,white,14+0,King's Gambit Accepted |  MacLeod Defense
WVsn7wDi,TRUE,143,mate,white,19+17,Benoni Defense
HThNBLPJ,TRUE,56,resign,white,19+17,Caro-Kann Defense: Hillbilly Attack
oV5iRqb9,FALSE,40,resign,black,7+12,Caro-Kann Defense: Advance Variation
dIkHUgtS,FALSE,139,resign,black,10+0,Caro-Kann Defense: Classical Variation
SxxT9nUw,FALSE,63,resign,white,10+0,Pirc Defense: Austrian Attack |  Weiss Variation
oQcWfgIc,TRUE,19,resign,white,90+30,Ruy Lopez: Berlin Defense #2
Fir5A730,TRUE,76,resign,black,90+30,Slav Defense: Chameleon Variation
hgwn2QJz,TRUE,35,mate,white,90+30,Ruy Lopez: Morphy Defense |  Anderssen Variation
fpM2HftV,FALSE,36,resign,white,10+0,Bishop's Opening: Berlin Defense
LDoLJndl,TRUE,117,resign,white,10+0,Indian Game: East Indian Defense
nOfolrmc,TRUE,90,mate,black,10+0,English Opening: King's English Variation |  Reversed Sicilian
vx1NK242,TRUE,26,resign,white,10+0,Dutch Defense: Queen's Knight Variation
On2yBUmn,TRUE,64,outoftime,black,10+0,Indian Game: London System
iBZP1i4L,TRUE,87,resign,white,10+0,Sicilian Defense: Bowdler Attack
8B5PTymc,TRUE,25,resign,black,10+0,Sicilian Defense: Najdorf Variation |  Amsterdam Variation
0ZlnifeX,TRUE,76,resign,black,10+0,Zukertort Opening: Queen's Gambit Invitation
8I8oPDq1,TRUE,71,outoftime,white,10+0,Gruenfeld Defense: Three Knights Variation |  Paris Variation
glkvWzfL,TRUE,54,resign,black,10+0,English Opening: King's English Variation |  Two Knights Variation
CU7oKMxy,TRUE,106,resign,white,10+0,Sicilian Defense: Najdorf Variation
lSrBscyA,TRUE,91,mate,white,10+0,English Opening: Anglo-Lithuanian Variation
IridYNsE,TRUE,40,mate,black,10+0,Queen's Gambit Declined: Queen's Knight Variation
m2Pu7xGp,TRUE,42,resign,black,10+0,Indian Game: Pawn Push Variation
x4V0UDiq,TRUE,74,resign,black,10+0,Sicilian Defense
78aM8uSv,TRUE,111,resign,white,10+0,King's Pawn Game: Macleod Attack
gplsow53,TRUE,30,resign,black,10+0,English Opening: Agincourt Defense
ap7ukHUK,TRUE,53,resign,black,10+0,English Opening: King's English Variation |  Reversed Sicilian
kTHPUY7h,TRUE,47,resign,white,10+0,Ruy Lopez: Berlin Defense #2
dP8cJnEe,TRUE,111,mate,white,10+0,English Opening: King's English Variation |  Two Knights Variation
DuSEaxaU,TRUE,54,resign,white,10+0,French Defense: Knight Variation
eOA42bSo,TRUE,118,mate,black,10+0,Nimzo-Indian Defense
6e96gw5G,TRUE,63,mate,white,10+0,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit
JLA9QSdh,TRUE,24,mate,black,10+0,Queen's Pawn Game: Zukertort Variation
vz7PfFMk,TRUE,68,resign,black,10+0,Sicilian Defense: Bowdler Attack
WLBmCj8C,TRUE,41,resign,white,10+0,King's Gambit Accepted |  MacLeod Defense
umOIRlaz,TRUE,15,resign,white,10+0,Sicilian Defense: French Variation
MNMnYSmK,TRUE,56,resign,black,10+0,Richter-Veresov Attack
hxW6JWR4,TRUE,82,outoftime,black,10+0,English Opening: Great Snake Variation
iqWHIBRv,TRUE,33,resign,white,10+0,Queen's Pawn Game: Chigorin Variation
CAB6B57M,TRUE,64,resign,black,10+0,Rat Defense: English Rat
NEsUUVDC,TRUE,68,resign,white,10+0,Sicilian Defense: Bowdler Attack
K3wDx0gp,TRUE,46,resign,white,10+0,Indian Game
LqYNTG1P,TRUE,84,mate,black,10+0,Van't Kruijs Opening
mfzgYRpr,TRUE,57,mate,white,10+0,English Opening: Agincourt Defense #3
8Y419qkq,TRUE,40,resign,white,10+0,Sicilian Defense: Smith-Morra Gambit #2
Cv4vUhmn,TRUE,42,mate,black,10+0,Giuoco Piano
a5jf6q8p,TRUE,50,resign,white,10+0,Bird Opening: Dutch Variation
xoO2cG1D,TRUE,52,resign,black,10+0,Reti Opening #2
3f9PFZmO,TRUE,30,resign,black,10+0,Englund Gambit Declined |  Reversed French
lUbqxOse,TRUE,39,resign,white,10+0,Caro-Kann Defense
9GHWkvzE,TRUE,44,resign,white,10+0,Ruy Lopez: Morphy Defense |  Caro Variation
4IexOZ6d,TRUE,58,mate,black,10+0,English Opening: Caro-Kann Defensive System
KsP36zNZ,TRUE,52,resign,black,10+0,Queen's Pawn Game: Chigorin Variation
C8DqD3tb,TRUE,30,resign,black,10+0,French Defense: Winawer Variation |  Fingerslip Variation
hMu7WNNn,TRUE,77,mate,white,10+0,King's Indian Attack
r2oGugx7,TRUE,108,mate,black,15+0,Nimzo-Larsen Attack: Modern Variation #2
nMrMUMij,TRUE,38,mate,black,10+0,Ware Opening
Ef7YcYnf,TRUE,41,mate,white,10+0,Hungarian Opening
heFyMi4G,TRUE,36,mate,black,10+0,Polish Opening
9Bw1Yn3F,FALSE,33,mate,white,30+0,Queen's Pawn
DecITwVN,TRUE,10,mate,black,14+14,Nimzo-Larsen Attack: Modern Variation
MD6mhaRg,TRUE,37,mate,white,14+14,Queen's Pawn Game: Chigorin Variation
RVdKnAU2,TRUE,115,mate,white,10+0,Philidor Defense #2
ZuqkMcu9,FALSE,35,mate,white,10+30,Queen's Gambit Accepted: Old Variation
O7iE2h5g,TRUE,88,resign,black,10+3,Ruy Lopez: Steinitz Defense
FK8oCvhv,TRUE,39,resign,white,10+0,Queen's Gambit Accepted
aM27GfgP,TRUE,26,draw,draw,30+0,Petrov: Modern Attack
Zj2l4vlP,TRUE,17,mate,white,30+0,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
8kAoaCQC,TRUE,77,outoftime,white,10+0,Horwitz Defense
BBopJByw,TRUE,74,resign,black,10+0,Nimzowitsch Defense |  Declined Variation
5w56AoAC,TRUE,34,outoftime,black,10+0,Italian Game
7iTsaZVA,TRUE,29,mate,white,10+0,King's Pawn Game: Wayward Queen Attack
OgPQeKAL,TRUE,46,resign,black,10+0,Vienna Game
GEatTuzU,TRUE,96,outoftime,black,15+0,French Defense: Franco-Hiva Gambit II
dkfR92Ei,TRUE,10,resign,black,20+0,Bishop's Opening
VNGUdHey,TRUE,104,resign,black,20+0,Queen's Pawn Game #3
Jrx6mwyl,TRUE,74,draw,draw,20+0,Queen's Gambit Accepted: Old Variation
JA53OUnQ,TRUE,51,mate,white,10+0,French Defense: Franco-Hiva Gambit I
Rt43lr9a,TRUE,20,resign,black,6+8,Ruy Lopez: Steinitz Defense
3o7bL4Ow,TRUE,38,resign,black,7+7,Italian Game: Giuoco Pianissimo |  Normal
tpi9ti3J,TRUE,58,resign,black,6+8,Scotch Game: Malaniuk Variation
AnnJL7OC,TRUE,4,resign,black,6+8,Sicilian Defense
vf4OkzfY,TRUE,46,resign,black,10+0,French Defense: Advance Variation |  Paulsen Attack
pIGkE4Li,TRUE,64,resign,black,10+0,French Defense: Knight Variation
vRV5bnC5,TRUE,36,resign,black,10+5,French Defense: Two Knights Variation
uTxoL7VD,TRUE,115,resign,white,10+5,Ruy Lopez: Berlin Defense #2
5YzOVhv8,TRUE,110,outoftime,black,8+0,French Defense: La Bourdonnais Variation
kBqSZQIf,TRUE,81,resign,white,10+0,French Defense: Knight Variation
Q3rwjtY7,TRUE,137,mate,white,8+2,Horwitz Defense
Xbo6QLwR,TRUE,43,resign,white,8+2,Pirc Defense #4
3Vr7tPzZ,TRUE,63,resign,white,20+0,French Defense: Knight Variation
4vUVw9w6,TRUE,54,resign,black,10+15,French Defense #2
Z8KU1ykB,TRUE,101,mate,white,8+0,French Defense: Winawer Variation |  Advance Variation
v3EwpOQ4,TRUE,66,mate,black,8+0,Sicilian Defense: Wing Gambit Deferred
RR4illOH,TRUE,84,resign,black,8+2,Sicilian Defense: Wing Gambit |  Marshall Variation
RydnY8Uo,TRUE,42,resign,white,8+2,Dutch Defense: Ilyin-Zhenevsky |  Winter Variation
VbRvVzSK,TRUE,28,resign,black,8+2,Sicilian Defense: Wing Gambit |  Marshall Variation
jJd1OaF1,TRUE,37,resign,white,8+2,English Opening: Agincourt Defense #3
jUGjVbtE,TRUE,47,resign,white,10+10,Zukertort Opening: Queen's Gambit Invitation
bVWLpEYN,TRUE,60,resign,black,10+10,Pirc Defense
hfr7lohS,TRUE,72,resign,black,8+0,Scandinavian Defense: Main Line |  Leonhardt Gambit
5RjfS9aj,TRUE,33,mate,white,8+0,French Defense: Knight Variation
wo0QlcED,TRUE,83,outoftime,white,8+0,Scandinavian Defense: Main Line |  Leonhardt Gambit
9aN2fuTi,TRUE,52,resign,black,15+10,Ruy Lopez: Morphy Defense
r8Wd198k,TRUE,57,resign,white,15+10,Dutch Defense: Rubinstein Variation
z7HLWBJg,FALSE,45,mate,white,5+5,Petrov's Defense
fLKKTzDt,FALSE,109,mate,white,5+5,Ruy Lopez: Morphy Defense #2
RVCW8CpO,FALSE,45,resign,white,5+5,Scandinavian Defense: Main Line |  Leonhardt Gambit
lSP6rS5w,TRUE,50,resign,black,9+0,Sicilian Defense: Wing Gambit |  Carlsbad Variation
aYAW4iyo,TRUE,150,resign,black,10+0,Caro-Kann Defense: Exchange Variation
WihO08oi,TRUE,110,mate,black,17+15,Modern Defense: Norwegian Defense
q7i4RcHT,TRUE,51,resign,white,17+15,French Defense: Reti-Spielmann Attack
yRghIfIO,TRUE,158,mate,black,8+2,Caro-Kann Defense: Exchange Variation
Flb1Wmlg,TRUE,50,mate,black,6+5,Sicilian Defense: Wing Gambit |  Marshall Variation
kI4YXxXr,TRUE,43,resign,white,6+5,Horwitz Defense
kDHFGoZl,TRUE,68,resign,black,10+10,Sicilian Defense: Wing Gambit |  Carlsbad Variation
6r5wllEH,TRUE,50,resign,black,10+0,French Defense: Two Knights Variation
9x7PHkAO,TRUE,55,mate,white,10+0,French Defense: Winawer Variation |  Maroczy-Wallis Variation
y810ffPO,TRUE,15,outoftime,white,6+8,Four Knights Game: Italian Variation
ComPrsI4,TRUE,45,resign,white,6+8,Three Knights Opening
WNYpjnNl,TRUE,77,resign,black,6+7,Caro-Kann Defense: Advance Variation
wqqhbDVR,TRUE,82,outoftime,black,10+0,French Defense: Classical Variation |  Steinitz Variation
q3PAvbfl,TRUE,24,mate,black,5+5,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
vC9VtTHR,TRUE,15,resign,black,10+0,Slav Defense: Modern Line
stsSAAyT,TRUE,36,mate,black,10+0,Scotch Game: Schmidt Variation
MV0y5hTy,TRUE,4,resign,black,10+0,Van't Kruijs Opening
e1X1fJ9l,TRUE,38,resign,black,30+0,Van't Kruijs Opening
4LIQsNjY,TRUE,27,resign,white,2+10,Mikenas Defense: Cannstatter Variation
F2MVWK86,TRUE,50,resign,black,10+8,King's Knight Opening: Normal Variation
422oFLtz,TRUE,51,mate,white,10+5,King's Pawn Game: Bavarian Gambit
nnW3Cvn6,TRUE,45,mate,white,5+10,Queen's Pawn
MN0aGea2,TRUE,6,resign,black,10+0,Sicilian Defense: Old Sicilian
GYItvWGd,FALSE,62,resign,black,10+1,Ruy Lopez: Berlin Defense #2
k0yjTdJ7,FALSE,32,resign,white,5+10,Queen's Gambit Refused: Albin Countergambit
K16wxrOX,FALSE,65,mate,white,5+10,Queen's Gambit Refused: Marshall Defense
q2Tud8VX,TRUE,56,mate,black,18+0,Nimzo-Indian Defense: 4.e3 e8g8 |  5.Nf3 |  without ...d5
o30dacOu,TRUE,46,resign,black,18+0,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation
ou1Cu7iZ,TRUE,20,mate,black,18+0,Sicilian Defense: Bowdler Attack
XlIT22NP,TRUE,100,mate,black,15+15,King's Pawn Game: Damiano Defense
jocu8uJD,TRUE,71,outoftime,white,10+0,Bishop's Opening: Berlin Defense
BnLENy9F,TRUE,81,mate,white,15+15,Center Game: Normal Variation
XLDxRe7Q,TRUE,47,mate,white,18+0,Philidor Defense #3
HD0S5i58,TRUE,82,mate,black,90+30,Queen's Gambit Declined: Queen's Knight Variation
okWpP0qF,TRUE,109,mate,white,15+30,Four Knights Game: Italian Variation
N3PBJ07V,TRUE,67,outoftime,white,10+0,King's Knight Opening
v25IG9EQ,TRUE,57,mate,white,10+0,Scandinavian Defense: Mieses-Kotroc Variation
mju1hBzW,TRUE,26,resign,black,10+0,Saragossa Opening
GUa6UZbY,TRUE,41,mate,white,10+0,Queen's Gambit Declined: Queen's Knight Variation
X5vmhqx5,TRUE,141,mate,white,10+0,Kangaroo Defense: Keres Defense |  Transpositional Variation
BbOKr5Pp,TRUE,41,mate,white,10+0,Queen's Gambit Declined: Vienna Variation |  Quiet Variation
wzymu0D6,TRUE,95,mate,white,10+0,Slav Defense #3
vZZFEyX5,TRUE,107,draw,draw,10+0,Four Knights Game: Scotch Variation
bAzqaHZU,TRUE,77,mate,white,10+0,Nimzo-Indian Defense: Ragozin Variation
eBUtxG3l,TRUE,83,mate,white,10+0,Sicilian Defense: Smith-Morra Gambit #2
ZBI0I0ud,TRUE,68,mate,black,10+0,Queen's Gambit Refused: Chigorin Defense #3
WA74dy1J,TRUE,19,resign,white,10+0,Queen's Gambit Refused: Albin Countergambit
p1pl8mxO,TRUE,119,mate,white,5+5,King's Knight Opening
pR18y5FR,TRUE,61,mate,white,7+6,Queen's Gambit Refused: Baltic Defense
7MEvvtG7,TRUE,32,draw,draw,7+6,Bishop's Opening
lCpgR02E,TRUE,49,mate,white,10+9,Nimzowitsch Defense: Kennedy Variation
SeEEpEXK,TRUE,108,mate,black,10+9,Owen Defense
aq1gp9cR,TRUE,34,resign,black,15+0,King's Pawn Game: Damiano Defense
lBKsGfWv,TRUE,36,mate,black,15+0,Nimzo-Indian Defense: Ragozin Variation
GJOBSzAq,TRUE,120,mate,black,90+30,Sicilian Defense: Smith-Morra Gambit #2
O19cdLX2,TRUE,85,mate,white,90+30,Four Knights Game: Italian Variation
CcSaagDR,TRUE,58,resign,white,90+30,Russian Game: Three Knights Game
4moLxU4x,TRUE,98,mate,black,90+30,Zukertort Opening: Vos Gambit
G8Yeh5BY,TRUE,54,mate,black,90+30,Slav Defense #3
wZ6cYfAK,TRUE,77,mate,white,15+15,Nimzo-Indian Defense: Ragozin Variation
XKsO9nd2,FALSE,51,resign,white,20+60,Sicilian Defense: Closed Variation
azl6GsCO,FALSE,57,resign,black,20+0,Italian Game: Anti-Fried Liver Defense
HXy4qECM,FALSE,46,resign,black,20+0,French Defense: Queen's Knight
XYbcasya,FALSE,107,resign,white,20+0,Ruy Lopez: Morphy Defense |  Caro Variation
wnx0cf76,FALSE,61,mate,white,20+0,King's Gambit Accepted |  King's Knight Gambit
jMbk5ms5,FALSE,19,mate,white,20+0,Italian Game: Two Knights Defense |  Fried Liver Attack
